#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.0079	18	0	18	0	G	2800682	              Paraurantiacibacter
0.0079	18	18	18	18	S	645517	                Paraurantiacibacter namhicola
0.0070	16	0	16	0	G	361177	              Altererythrobacter
0.0070	16	0	16	0	G1	2614945	                unclassified Altererythrobacter
0.0048	11	11	11	11	S	3108391	                  Altererythrobacter sp. H2
0.0022	5	5	5	5	S	2067415	                  Altererythrobacter sp. TH136
0.0009	2	0	2	0	F1	2800788	              Erythrobacter/Porphyrobacter group
0.0009	2	0	2	0	G	1041	                Erythrobacter
0.0009	2	2	2	2	S	39960	                  Erythrobacter litoralis
0.0004	1	0	1	0	G	2827482	              Caenibius
0.0004	1	0	1	0	G1	2827483	                unclassified Caenibius
0.0004	1	1	1	1	S	2872646	                  Caenibius sp. WL
0.0004	1	0	1	0	F	2820280	            Sphingosinicellaceae
0.0004	1	0	1	0	G	335405	              Sphingosinicella
0.0004	1	1	1	1	S	335406	                Sphingosinicella microcystinivorans
0.7665	1755	0	1755	0	O	204441	          Rhodospirillales
0.3289	753	10	753	10	F	433	            Acetobacteraceae
0.0965	221	0	221	0	G	1706033	              Sediminicoccus
0.0965	221	0	221	0	G1	3099324	                unclassified Sediminicoccus
0.0965	221	221	221	221	S	3133721	                  Sediminicoccus sp. KRV36
0.0856	196	67	196	67	G	434	              Acetobacter
0.0341	78	78	78	78	S	431306	                Acetobacter ghanensis
0.0157	36	36	36	36	S	1076596	                Acetobacter persici
0.0052	12	0	12	0	G1	151157	                Acetobacter subgen. Acetobacter
0.0052	12	12	12	12	S	435	                  Acetobacter aceti
0.0009	2	2	2	2	S	481146	                Acetobacter ascendens
0.0004	1	1	1	1	S	438	                Acetobacter pasteurianus
0.0812	186	0	186	0	G	504465	              Rhodovastum
0.0812	186	186	186	186	S	504468	                Rhodovastum atsumiense
0.0358	82	0	82	0	G	125216	              Roseomonas
0.0358	82	82	82	82	S	207340	                Roseomonas mucosa
0.0245	56	1	56	1	G	1434011	              Komagataeibacter
0.0240	55	0	55	0	S	1177712	                Komagataeibacter medellinensis
0.0240	55	55	55	55	S1	634177	                  Komagataeibacter medellinensis NBRC 3288
0.0004	1	0	1	0	G	2781897	              Lichenicoccus
0.0004	1	0	1	0	G1	2781900	                environmental samples
0.0004	1	1	1	1	S	2781901	                  uncultured Lichenicoccus sp.
0.0004	1	0	1	0	G	89583	              Gluconacetobacter
0.0004	1	0	1	0	S	33996	                Gluconacetobacter diazotrophicus
0.0004	1	1	1	1	S1	272568	                  Gluconacetobacter diazotrophicus PA1 5
0.2734	626	0	626	0	F	2829815	            Azospirillaceae
0.1634	374	0	374	0	G	1543704	              Niveispirillum
0.1634	374	374	374	374	S	1612173	                Niveispirillum cyanobacteriorum
0.1101	252	0	252	0	G	191	              Azospirillum
0.0948	217	217	217	217	S	2202148	                Azospirillum thermophilum
0.0127	29	29	29	29	S	528244	                Azospirillum thiophilum
0.0017	4	4	4	4	S	1226968	                Azospirillum humicireducens
0.0009	2	0	2	0	G1	2630922	                unclassified Azospirillum
0.0009	2	2	2	2	S	652764	                  Azospirillum sp. TSH100
0.1568	359	0	359	0	F	41295	            Rhodospirillaceae
0.0978	224	0	224	0	G	1612157	              Pararhodospirillum
0.0978	224	0	224	0	S	1084	                Pararhodospirillum photometricum
0.0978	224	224	224	224	S1	1150469	                  Pararhodospirillum photometricum DSM 122
0.0577	132	0	132	0	G	13134	              Magnetospirillum
0.0577	132	110	132	110	S	55518	                Magnetospirillum gryphiswaldense
0.0096	22	0	22	0	S1	431944	                  Magnetospirillum gryphiswaldense MSR-1
0.0096	22	22	22	22	S2	1430440	                    Magnetospirillum gryphiswaldense MSR-1 v2
0.0013	3	0	3	0	G	1081	              Rhodospirillum
0.0013	3	0	3	0	S	34018	                Rhodospirillum centenum
0.0013	3	3	3	3	S1	414684	                  Rhodospirillum centenum SW
0.0044	10	0	10	0	F	2690195	            Elioraeaceae
0.0044	10	0	10	0	G	457933	              Elioraea
0.0044	10	10	10	10	S	2843330	                Elioraea tepida
0.0013	3	0	3	0	F	2844864	            Thalassobaculaceae
0.0013	3	0	3	0	G	390876	              Nisaea
0.0013	3	3	3	3	S	1862145	                Nisaea acidiphila
0.0009	2	0	2	0	F	3036766	            Magnetospirillaceae
0.0009	2	0	2	0	G	3031148	              Paramagnetospirillum
0.0009	2	0	2	0	S	84159	                Paramagnetospirillum magneticum
0.0009	2	2	2	2	S1	342108	                  Paramagnetospirillum magneticum AMB-1
0.0009	2	0	2	0	F	3031144	            Dongiaceae
0.0009	2	0	2	0	G	2705399	              Hypericibacter
0.0009	2	2	2	2	S	2602015	                Hypericibacter terrae
0.1913	438	0	438	0	O	204458	          Caulobacterales
0.1913	438	0	438	0	F	76892	            Caulobacteraceae
0.0773	177	0	177	0	G	75	              Caulobacter
0.0603	138	138	138	138	S	69395	                Caulobacter henricii
0.0135	31	31	31	31	S	88688	                Caulobacter segnis
0.0026	6	6	6	6	S	155892	                Caulobacter vibrioides
0.0009	2	2	2	2	S	69666	                Caulobacter mirabilis
0.0616	141	1	141	1	G	41275	              Brevundimonas
0.0428	98	98	98	98	S	2774190	                Brevundimonas goettingensis
0.0153	35	31	35	31	S	74313	                Brevundimonas subvibrioides
0.0017	4	4	4	4	S1	633149	                  Brevundimonas subvibrioides ATCC 15264
0.0026	6	6	6	6	S	1312364	                Brevundimonas albigilva
0.0004	1	0	1	0	G1	2622653	                unclassified Brevundimonas
0.0004	1	1	1	1	S	2579977	                  Brevundimonas sp. SGAir0440
0.0454	104	0	104	0	G	2768684	              Terricaulis
0.0454	104	104	104	104	S	2686094	                Terricaulis silvestris
0.0061	14	0	14	0	G	76890	              Asticcacaulis
0.0061	14	0	14	0	S	78587	                Asticcacaulis excentricus
0.0061	14	14	14	14	S1	573065	                  Asticcacaulis excentricus CB 48
0.0009	2	0	2	0	G	20	              Phenylobacterium
0.0009	2	0	2	0	S	284016	                Phenylobacterium zucineum
0.0009	2	2	2	2	S1	450851	                  Phenylobacterium zucineum HLK1
0.0039	9	0	9	0	O	2800059	          Maricaulales
0.0039	9	0	9	0	F	2800061	            Maricaulaceae
0.0039	9	0	9	0	G	1649466	              Marinicauda
0.0039	9	9	9	9	S	2029849	                Marinicauda algicola
0.0004	1	0	1	0	O	766	          Rickettsiales
0.0004	1	0	1	0	F	942	            Anaplasmataceae
0.0004	1	0	1	0	F1	952	              Wolbachieae
0.0004	1	0	1	0	G	953	                Wolbachia
0.0004	1	0	1	0	G1	2640676	                  unclassified Wolbachia
0.0004	1	1	1	1	S	169402	                    Wolbachia endosymbiont of Folsomia candida
0.0004	1	0	1	0	C	1807140	        Acidithiobacillia
0.0004	1	0	1	0	O	225057	          Acidithiobacillales
0.0004	1	0	1	0	F	225058	            Acidithiobacillaceae
0.0004	1	0	1	0	G	119977	              Acidithiobacillus
0.0004	1	0	1	0	S	160808	                Acidithiobacillus ferrivorans
0.0004	1	1	1	1	S1	743299	                  Acidithiobacillus ferrivorans SS3
28.5769	65427	24	65427	24	D1	1783272	      Terrabacteria group
15.8313	36246	3	36246	3	P	201174	        Actinomycetota
15.3041	35039	119	35039	119	C	1760	          Actinomycetes
6.1249	14023	5	14023	5	O	85006	            Micrococcales
2.6172	5992	14	5992	14	F	85023	              Microbacteriaceae
1.0775	2467	16	2467	16	G	33882	                Microbacterium
0.3673	841	7	841	7	G1	2609290	                  unclassified Microbacterium
0.2953	676	676	676	676	S	912630	                    Microbacterium sp. LKL04
0.0280	64	64	64	64	S	1906274	                    Microbacterium sp. JZ31
0.0100	23	23	23	23	S	2002831	                    Microbacterium sp. AISO3
0.0074	17	17	17	17	S	3049071	                    Microbacterium sp. zg-Y625
0.0052	12	12	12	12	S	3135262	                    Microbacterium sp. LWO13-1.2
0.0039	9	9	9	9	S	3049069	                    Microbacterium sp. zg-B96
0.0022	5	5	5	5	S	1916917	                    Microbacterium sp. 1.5R
0.0022	5	5	5	5	S	3135255	                    Microbacterium sp. LWH10-1.2
0.0013	3	3	3	3	S	2483401	                    Microbacterium sp. 10M-3C3
0.0013	3	3	3	3	S	3049072	                    Microbacterium sp. zg-Y818
0.0009	2	2	2	2	S	2875948	                    Microbacterium sp. cx-55
0.0009	2	2	2	2	S	2995140	                    Microbacterium sp. SL75
0.0009	2	2	2	2	S	3025663	                    Microbacterium sp. Clip185
0.0004	1	1	1	1	S	2567934	                    Microbacterium sp. 4R-513
0.0004	1	1	1	1	S	1906742	                    Microbacterium sp. BH-3-3-3
0.0004	1	1	1	1	S	2014534	                    Microbacterium sp. PM5
0.0004	1	1	1	1	S	1696072	                    Microbacterium sp. CGR1
0.0004	1	1	1	1	S	3135260	                    Microbacterium sp. LWH13-1.2
0.0004	1	1	1	1	S	3049070	                    Microbacterium sp. zg-B185
0.0004	1	1	1	1	S	2981139	                    Microbacterium sp. AB
0.0004	1	1	1	1	S	2962064	                    Microbacterium sp. M28
0.0004	1	1	1	1	S	2763257	                    Microbacterium sp. YJN-G
0.0004	1	1	1	1	S	3142976	                    Microbacterium sp. AZCO
0.0004	1	1	1	1	S	2654193	                    Microbacterium sp. JZ37
0.1629	373	373	373	373	S	273677	                  Microbacterium oleivorans
0.1555	356	356	356	356	S	36805	                  Microbacterium aurum
0.1446	331	331	331	331	S	2614638	                  Microbacterium caowuchunii
0.1337	306	306	306	306	S	84292	                  Microbacterium chocolatum
0.0349	80	80	80	80	S	156977	                  Microbacterium resistens
0.0323	74	74	74	74	S	1072463	                  Microbacterium lemovicicum
0.0092	21	13	21	13	S	2033	                  Microbacterium testaceum
0.0035	8	8	8	8	S1	979556	                    Microbacterium testaceum StLB037
0.0057	13	13	13	13	S	3028316	                  Microbacterium horticulturae
0.0052	12	12	12	12	S	370764	                  Microbacterium pygmaeum
0.0031	7	7	7	7	S	2782167	                  Microbacterium luteum
0.0031	7	7	7	7	S	344163	                  Microbacterium terricola
0.0031	7	7	7	7	S	104336	                  Microbacterium foliorum
0.0026	6	6	6	6	S	2541726	                  Microbacterium wangchenii
0.0022	5	5	5	5	S	683047	                  Microbacterium suwonense
0.0009	2	2	2	2	S	2782168	                  Microbacterium atlanticum
0.0009	2	2	2	2	S	1678237	                  Microbacterium rhizosphaerae
0.0009	2	2	2	2	S	1572644	                  Microbacterium proteolyticum
0.0004	1	1	1	1	S	273678	                  Microbacterium hydrocarbonoxydans
0.0004	1	1	1	1	S	2782169	                  Microbacterium cremeum
0.0004	1	1	1	1	S	1816425	                  Microbacterium plantarum
0.0004	1	1	1	1	S	515415	                  Microbacterium invictum
0.0004	1	1	1	1	S	936337	                  Microbacterium amylolyticum
0.0004	1	1	1	1	S	33883	                  Microbacterium arborescens
0.4866	1114	1	1114	1	G	33877	                Agromyces
0.3394	777	777	777	777	S	2509455	                  Agromyces protaetiae
0.1013	232	232	232	232	S	453304	                  Agromyces aureus
0.0454	104	104	104	104	S	659012	                  Agromyces soli
0.4726	1082	0	1082	0	G	2680004	                Protaetiibacter
0.3171	726	726	726	726	S	2592654	                  Protaetiibacter larvae
0.1555	356	356	356	356	S	2419774	                  Protaetiibacter intestinalis
0.2909	666	0	666	0	G	55968	                Leucobacter
0.1970	451	451	451	451	S	683042	                  Leucobacter denitrificans
0.0930	213	213	213	213	S	1935379	                  Leucobacter muris
0.0004	1	1	1	1	S	2873270	                  Leucobacter tenebrionis
0.0004	1	1	1	1	S	340320	                  Leucobacter luti
0.1188	272	6	272	6	G	69578	                Cryobacterium
0.0716	164	9	164	9	G1	2649013	                  unclassified Cryobacterium
0.0227	52	52	52	52	S	3048582	                    Cryobacterium sp. 10S3
0.0170	39	39	39	39	S	1897060	                    Cryobacterium sp. SO2
0.0118	27	27	27	27	S	2861288	                    Cryobacterium sp. PAMC25264
0.0079	18	18	18	18	S	1978566	                    Cryobacterium sp. LW097
0.0079	18	18	18	18	S	1926290	                    Cryobacterium sp.
0.0004	1	1	1	1	S	1897061	                    Cryobacterium sp. SO1
0.0446	102	102	102	102	S	670052	                  Cryobacterium arcticum
0.1118	256	0	256	0	G	110932	                Leifsonia
0.1118	256	0	256	0	S	1575	                  Leifsonia xyli
0.1118	256	0	256	0	S1	59736	                    Leifsonia xyli subsp. xyli
0.1118	256	256	256	256	S2	281090	                      Leifsonia xyli subsp. xyli str. CTCB07
0.0188	43	0	43	0	G	120212	                Subtercola
0.0179	41	0	41	0	G1	2648727	                  unclassified Subtercola
0.0179	41	41	41	41	S	2846775	                    Subtercola sp. PAMC28395
0.0009	2	2	2	2	S	2895559	                  Subtercola endophyticus
0.0183	42	0	42	0	G	337004	                Microcella
0.0170	39	39	39	39	S	279828	                  Microcella alkaliphila
0.0009	2	2	2	2	S	1804990	                  Microcella flavibacter
0.0004	1	1	1	1	S	2750620	                  Microcella indica
0.0039	9	0	9	0	G	256818	                Gulosibacter
0.0039	9	9	9	9	S	256821	                  Gulosibacter molinativorax
0.0039	9	0	9	0	G	33886	                Rathayibacter
0.0026	6	6	6	6	S	59737	                  Rathayibacter iranicus
0.0013	3	3	3	3	G1	2609250	                  unclassified Rathayibacter
0.0031	7	0	7	0	G	235888	                Salinibacterium
0.0031	7	0	7	0	G1	2632331	                  unclassified Salinibacterium
0.0031	7	7	7	7	S	2603292	                    Salinibacterium sp. dk2585
0.0017	4	0	4	0	G	1230698	                Marisediminicola
0.0017	4	4	4	4	S	674079	                  Marisediminicola antarctica
0.0013	3	0	3	0	G	46352	                Agrococcus
0.0009	2	2	2	2	S	3068634	                  Agrococcus beijingensis
0.0004	1	1	1	1	S	684552	                  Agrococcus carbonis
0.0004	1	0	1	0	G	1573	                Clavibacter
0.0004	1	1	1	1	S	2768071	                  Clavibacter zhangzhiyongii
0.0004	1	0	1	0	G	96492	                Frigoribacterium
0.0004	1	0	1	0	G1	2627005	                  unclassified Frigoribacterium
0.0004	1	1	1	1	S	2994664	                    Frigoribacterium sp. SL97
0.0004	1	0	1	0	G	190323	                Plantibacter
0.0004	1	0	1	0	G1	2624265	                  unclassified Plantibacter
0.0004	1	1	1	1	S	2583822	                    Plantibacter sp. M259
0.0004	1	0	1	0	G	110934	                Agreia
0.0004	1	0	1	0	G1	2641148	                  unclassified Agreia
0.0004	1	1	1	1	S	2773266	                    Agreia sp. COWG
1.4082	3224	0	3224	0	F	85017	              Promicromonosporaceae
1.1133	2549	0	2549	0	G	254250	                Isoptericola
1.1133	2549	0	2549	0	S	372663	                  Isoptericola dokdonensis
1.1133	2549	2549	2549	2549	S1	1300344	                    Isoptericola dokdonensis DS-3
0.2948	675	0	675	0	G	186188	                Xylanimonas
0.2948	675	675	675	675	S	2509459	                  Xylanimonas allomyrinae
0.6329	1449	0	1449	0	F	85021	              Intrasporangiaceae
0.6329	1449	1	1449	1	G	53457	                Janibacter
0.4171	955	955	955	955	S	53458	                  Janibacter limosus
0.1970	451	0	451	0	G1	2649294	                  unclassified Janibacter
0.1878	430	430	430	430	S	3115209	                    Janibacter sp. A1S7
0.0070	16	16	16	16	S	3028808	                    Janibacter sp. DB-40
0.0013	3	3	3	3	S	2963431	                    Janibacter sp. CX7
0.0009	2	2	2	2	S	2761047	                    Janibacter sp. YB324
0.0114	26	26	26	26	S	103817	                  Janibacter terrae
0.0066	15	15	15	15	S	1285192	                  Janibacter cremeus
0.0004	1	1	1	1	S	857417	                  Janibacter indicus
0.5416	1240	0	1240	0	F	1268	              Micrococcaceae
0.3158	723	0	723	0	G	32207	                Rothia
0.3154	722	12	722	12	S	43675	                  Rothia mucilaginosa
0.3101	710	710	710	710	S1	680646	                    Rothia mucilaginosa DY-18
0.0004	1	1	1	1	S	37923	                  Rothia kristinae
0.0821	188	0	188	0	G	596707	                Sinomonas
0.0821	188	188	188	188	S	37927	                  Sinomonas atrocyanea
0.0791	181	4	181	4	G	57493	                Kocuria
0.0769	176	176	176	176	S	388357	                  Kocuria turfanensis
0.0004	1	1	1	1	S	71999	                  Kocuria palustris
0.0253	58	1	58	1	G	1742989	                Glutamicibacter
0.0131	30	30	30	30	S	37929	                  Glutamicibacter nicotianae
0.0118	27	0	27	0	S	256701	                  Glutamicibacter arilaitensis
0.0118	27	27	27	27	S1	861360	                    Glutamicibacter arilaitensis Re117
0.0240	55	0	55	0	G	1269	                Micrococcus
0.0236	54	54	54	54	S	1273	                  Micrococcus lylae
0.0004	1	1	1	1	S	1270	                  Micrococcus luteus
0.0118	27	0	27	0	G	1663	                Arthrobacter
0.0083	19	19	19	19	S	656366	                  Arthrobacter alpinus
0.0031	7	0	7	0	G1	235627	                  unclassified Arthrobacter
0.0013	3	3	3	3	S	2963432	                    Arthrobacter sp. DNA4
0.0004	1	1	1	1	S	2651199	                    Arthrobacter sp. CDRTa11
0.0004	1	1	1	1	S	1667	                    Arthrobacter sp.
0.0004	1	1	1	1	S	2830993	                    Arthrobacter sp. StoSoilB13
0.0004	1	1	1	1	S	3140789	                    Arthrobacter sp. TMP15
0.0004	1	1	1	1	S	37928	                  Arthrobacter crystallopoietes
0.0031	7	0	7	0	G	169133	                Citricoccus
0.0031	7	0	7	0	G1	2632435	                  unclassified Citricoccus
0.0022	5	5	5	5	S	3073268	                    Citricoccus sp. I39-566
0.0009	2	2	2	2	S	2567881	                    Citricoccus sp. SGAir0253
0.0004	1	0	1	0	G	57494	                Nesterenkonia
0.0004	1	0	1	0	G1	2629769	                  unclassified Nesterenkonia
0.0004	1	1	1	1	S	2600320	                    Nesterenkonia sp. NBAIMH1
0.4289	982	0	982	0	F	85016	              Cellulomonadaceae
0.2629	602	0	602	0	G	1707	                Cellulomonas
0.2629	602	0	602	0	S	11	                  Cellulomonas gilvus
0.2629	602	602	602	602	S1	593907	                    Cellulomonas gilvus ATCC 13127
0.1660	380	0	380	0	G	665568	                Paraoerskovia
0.1634	374	374	374	374	S	545619	                  Paraoerskovia marina
0.0026	6	6	6	6	S	1138587	                  Paraoerskovia sediminicola
0.2542	582	0	582	0	F	2805590	              Ornithinimicrobiaceae
0.2446	560	0	560	0	G	125287	                Ornithinimicrobium
0.2446	560	560	560	560	S	1288636	                  Ornithinimicrobium flavum
0.0096	22	0	22	0	G	265976	                Serinicoccus
0.0096	22	0	22	0	S	247333	                  Serinicoccus marinus
0.0096	22	22	22	22	S1	1123251	                    Serinicoccus marinus DSM 15273
0.1804	413	0	413	0	F	85020	              Dermabacteraceae
0.1804	413	0	413	0	G	43668	                Brachybacterium
0.1288	295	0	295	0	S	2795215	                  Brachybacterium halotolerans
0.1288	295	295	295	295	S1	2887346	                    Brachybacterium halotolerans subsp. kimchii
0.0472	108	108	108	108	S	1652028	                  Brachybacterium huguangmaarense
0.0035	8	8	8	8	S	2942909	                  Brachybacterium kimchii
0.0004	1	1	1	1	S	2017485	                  Brachybacterium avium
0.0004	1	1	1	1	S	2017484	                  Brachybacterium vulturis
0.0253	58	0	58	0	F	1331736	              Ruaniaceae
0.0253	58	0	58	0	G	2828348	                Occultella
0.0253	58	58	58	58	S	2675754	                  Occultella kanbiaonis
0.0197	45	0	45	0	F	145357	              Dermacoccaceae
0.0197	45	0	45	0	G	745364	                Luteipulveratus
0.0197	45	45	45	45	S	571913	                  Luteipulveratus mongoliensis
0.0048	11	0	11	0	F	85018	              Dermatophilaceae
0.0048	11	0	11	0	G	1184606	                Austwickia
0.0048	11	11	11	11	S	100225	                  Austwickia chelonae
0.0044	10	0	10	0	F	145358	              Bogoriellaceae
0.0044	10	0	10	0	G	154116	                Georgenia
0.0031	7	0	7	0	G1	2626815	                  unclassified Georgenia
0.0031	7	7	7	7	S	3120520	                    Georgenia sp. M64
0.0013	3	3	3	3	S	2589797	                  Georgenia yuyongxinii
0.0039	9	0	9	0	O1	577468	              Micrococcales incertae sedis
0.0039	9	0	9	0	G	2888818	                Pengzhenrongella
0.0039	9	9	9	9	S	2819238	                  Pengzhenrongella sicca
0.0013	3	0	3	0	F	85019	              Brevibacteriaceae
0.0013	3	1	3	1	G	1696	                Brevibacterium
0.0004	1	0	1	0	G1	2614124	                  unclassified Brevibacterium
0.0004	1	1	1	1	S	2999062	                    Brevibacterium sp. BRM-1
0.0004	1	1	1	1	S	273384	                  Brevibacterium aurantiacum
3.5213	8062	4	8062	4	O	85007	            Mycobacteriales
2.6276	6016	5	6016	5	F	1762	              Mycobacteriaceae
2.5770	5900	34	5900	34	G	1866885	                Mycolicibacterium
1.1819	2706	2706	2706	2706	S	216929	                  Mycolicibacterium psychrotolerans
0.3590	822	822	822	822	S	1534348	                  Mycolicibacterium sarraceniae
0.2939	673	673	673	673	S	212765	                  Mycolicibacterium madagascariense
0.1219	279	279	279	279	S	85968	                  Mycolicibacterium brumae
0.1044	239	239	239	239	S	370526	                  Mycolicibacterium rutilum
0.1000	229	229	229	229	S	758802	                  Mycolicibacterium litorale
0.0756	173	173	173	173	S	126673	                  Mycolicibacterium doricum
0.0712	163	163	163	163	S	318424	                  Mycolicibacterium rufum
0.0660	151	151	151	151	S	319707	                  Mycolicibacterium aubagnense
0.0349	80	0	80	0	S	1810	                  Mycolicibacterium vaccae
0.0349	80	80	80	80	S1	1354275	                    Mycolicibacterium vaccae 95051
0.0349	80	0	80	0	S	46351	                  Mycolicibacterium hassiacum
0.0349	80	80	80	80	S1	1122247	                    Mycolicibacterium hassiacum DSM 44199
0.0266	61	61	61	61	S	319706	                  Mycolicibacterium phocaicum
0.0183	42	42	42	42	S	1799	                  Mycolicibacterium aichiense
0.0118	27	27	27	27	S	146017	                  Mycolicibacterium boenickei
0.0100	23	23	23	23	S	1791	                  Mycolicibacterium aurum
0.0092	21	21	21	21	S	67081	                  Mycolicibacterium alvei
0.0092	21	21	21	21	S	53462	                  Mycolicibacterium mageritense
0.0070	16	16	16	16	S	39692	                  Mycolicibacterium parafortuitum
0.0066	15	15	15	15	S	117567	                  Mycolicibacterium frederiksbergense
0.0061	14	14	14	14	S	28047	                  Mycolicibacterium confluentis
0.0035	8	0	8	0	G1	2636767	                  unclassified Mycolicibacterium
0.0013	3	3	3	3	S	3023370	                    Mycolicibacterium sp. TUM20985
0.0009	2	2	2	2	S	2908837	                    Mycolicibacterium sp. YH-1
0.0009	2	2	2	2	S	1968788	                    Mycolicibacterium sp. CBMA 213
0.0004	1	1	1	1	S	3064286	                    Mycolicibacterium sp. MU0053
0.0031	7	7	7	7	S	85693	                  Mycolicibacterium monacense
0.0026	6	6	6	6	S	388459	                  Mycolicibacterium crocinum
0.0022	5	5	5	5	S	1534349	                  Mycolicibacterium helvum
0.0013	3	3	3	3	S	1797	                  Mycolicibacterium thermoresistibile
0.0004	1	1	1	1	S	2761578	                  Mycolicibacterium baixiangningiae
0.0004	1	1	1	1	S	258505	                  Mycolicibacterium fluoranthenivorans
0.0432	99	1	99	1	G	1763	                Mycobacterium
0.0183	42	0	42	0	G1	2642494	                  unclassified Mycobacterium
0.0105	24	24	24	24	S	2903536	                    Mycobacterium sp. 20KCMC460
0.0044	10	10	10	10	S	2857059	                    Mycobacterium sp. SMC-4
0.0026	6	6	6	6	S	1547487	                    Mycobacterium sp. ELW1
0.0009	2	2	2	2	S	2099695	                    Mycobacterium sp. ITM-2016-00316
0.0118	27	27	27	27	S	1768	                  Mycobacterium kansasii
0.0100	23	0	23	0	G1	120793	                  Mycobacterium avium complex (MAC)
0.0074	17	0	17	0	S	1767	                    Mycobacterium intracellulare
0.0074	17	17	17	17	S1	222805	                      Mycobacterium intracellulare subsp. chimaera
0.0026	6	6	6	6	S	2775496	                    Mycobacterium senriense
0.0009	2	2	2	2	S	398694	                  Mycobacterium shinjukuense
0.0004	1	0	1	0	G1	77643	                  Mycobacterium tuberculosis complex
0.0004	1	0	1	0	S	78331	                    Mycobacterium canetti
0.0004	1	1	1	1	S1	1205674	                      Mycobacterium canettii CIPT 140070010
0.0004	1	1	1	1	S	386911	                  Mycobacterium seoulense
0.0004	1	0	1	0	G1	2249310	                  Mycobacterium simiae complex
0.0004	1	1	1	1	S	141349	                    Mycobacterium lentiflavum
0.0004	1	1	1	1	S	1789	                  Mycobacterium xenopi
0.0052	12	0	12	0	G	1073531	                Mycolicibacter
0.0026	6	6	6	6	S	1795032	                  Mycolicibacter virginiensis
0.0017	4	4	4	4	S	1788	                  Mycolicibacter terrae
0.0009	2	2	2	2	S	29314	                  Mycolicibacter hiberniae
0.4232	969	0	969	0	F	1653	              Corynebacteriaceae
0.4232	969	0	969	0	G	1716	                Corynebacterium
0.3507	803	0	803	0	S	89154	                  Corynebacterium terpenotabidum
0.3507	803	803	803	803	S1	1200352	                    Corynebacterium terpenotabidum Y-11
0.0655	150	0	150	0	S	225326	                  Corynebacterium halotolerans
0.0655	150	150	150	150	S1	1121362	                    Corynebacterium halotolerans YIM 70093 = DSM 44683
0.0009	2	0	2	0	S	349751	                  Corynebacterium marinum
0.0009	2	2	2	2	S1	1224162	                    Corynebacterium marinum DSM 44953
0.0009	2	0	2	0	S	1230998	                  Corynebacterium frankenforstense
0.0009	2	2	2	2	S1	1437875	                    Corynebacterium frankenforstense DSM 45800
0.0009	2	2	2	2	S	1697	                  Corynebacterium ammoniagenes
0.0009	2	2	2	2	S	28028	                  Corynebacterium flavescens
0.0009	2	2	2	2	S	2675216	                  Corynebacterium kalinowskii
0.0009	2	2	2	2	S	108486	                  Corynebacterium falsenii
0.0004	1	1	1	1	S	2080757	                  Corynebacterium pseudopelargi
0.0004	1	1	1	1	S	38289	                  Corynebacterium jeikeium
0.0004	1	1	1	1	S	1718	                  Corynebacterium glutamicum
0.0004	1	1	1	1	S	1725	                  Corynebacterium xerosis
0.3014	690	0	690	0	F	85026	              Gordoniaceae
0.3014	690	2	690	2	G	2053	                Gordonia
0.2822	646	646	646	646	S	2831662	                  Gordonia pseudamarae
0.0175	40	40	40	40	S	1136941	                  Gordonia phthalatica
0.0004	1	1	1	1	S	84595	                  Gordonia polyisoprenivorans
0.0004	1	0	1	0	G1	2657482	                  unclassified Gordonia (in: high G+C Gram-positive bacteria)
0.0004	1	1	1	1	S	2742602	                    Gordonia sp. X0973
0.1673	383	0	383	0	F	85025	              Nocardiaceae
0.1118	256	0	256	0	G	1827	                Rhodococcus
0.1048	240	240	240	240	S	300028	                  Rhodococcus triatomae
0.0052	12	0	12	0	G1	192944	                  unclassified Rhodococcus (in: high G+C Gram-positive bacteria)
0.0048	11	11	11	11	S	2499145	                    Rhodococcus sp. X156
0.0004	1	1	1	1	S	2962047	                    Rhodococcus sp. Z13
0.0009	2	2	2	2	S	103816	                  Rhodococcus pyridinivorans
0.0004	1	0	1	0	G1	2840174	                  Rhodococcus erythropolis group
0.0004	1	1	1	1	S	334542	                    Rhodococcus qingshengii
0.0004	1	1	1	1	S	1829	                  Rhodococcus rhodochrous
0.0555	127	0	127	0	G	1817	                Nocardia
0.0494	113	113	113	113	S	2213200	                  Nocardia mangyaensis
0.0031	7	0	7	0	G1	2637762	                  unclassified Nocardia
0.0022	5	5	5	5	S	2975998	                    Nocardia sp. NBC_01730
0.0004	1	1	1	1	S	2975992	                    Nocardia sp. NBC_00508
0.0004	1	1	1	1	S	2975990	                    Nocardia sp. NBC_00403
0.0009	2	2	2	2	S	2984338	                  Nocardia sputorum
0.0004	1	1	1	1	S	480035	                  Nocardia wallacei
0.0004	1	1	1	1	S	135487	                  Nocardia cyriacigeorgica
0.0004	1	1	1	1	S	96468	                  Nocardia vinacea
0.0004	1	1	1	1	S	2749991	                  Nocardia gipuzkoensis
0.0004	1	1	1	1	S	2755382	                  Nocardia huaxiensis
2.4341	5573	0	5573	0	O	85009	            Propionibacteriales
1.2291	2814	0	2814	0	F	85015	              Nocardioidaceae
1.1994	2746	3	2746	3	G	1839	                Nocardioides
