#Number of Samples: 1
#Total Number of Reads: 228951
#S1	sample_Nanopore_CDC_null_Viral_ref.bracken.kraken2.report.txt
#perc	tot_all	tot_lvl	1_all	1_lvl	lvl_type	taxid	name
0.0004	1	1	1	1	S	1217282	                    Parabacteroides faecis
0.0004	1	1	1	1	S	46503	                    Parabacteroides merdae
0.0004	1	1	1	1	S	823	                    Parabacteroides distasonis
0.0004	1	0	1	0	F	2005473	                Muribaculaceae
0.0004	1	0	1	0	G	2518495	                  Duncaniella
0.0004	1	1	1	1	S	2518971	                    Duncaniella dubosii
0.0135	31	0	31	0	O	1970189	              Marinilabiliales
0.0131	30	0	30	0	F	1471398	                Prolixibacteraceae
0.0131	30	0	30	0	G	1471399	                  Draconibacterium
0.0131	30	30	30	30	S	1168034	                    Draconibacterium orientale
0.0004	1	0	1	0	F	1573805	                Marinifilaceae
0.0004	1	0	1	0	G	2060722	                  Labilibaculum
0.0004	1	1	1	1	S	1940525	                    Labilibaculum manganireducens
0.5730	1312	0	1312	0	C	117747	            Sphingobacteriia
0.5730	1312	0	1312	0	O	200666	              Sphingobacteriales
0.5730	1312	0	1312	0	F	84566	                Sphingobacteriaceae
0.5547	1270	0	1270	0	G	28453	                  Sphingobacterium
0.5495	1258	1258	1258	1258	S	797291	                    Sphingobacterium lactis
0.0052	12	12	12	12	S	28454	                    Sphingobacterium multivorum
0.0092	21	0	21	0	G	1649482	                  Pseudopedobacter
0.0092	21	0	21	0	S	151895	                    Pseudopedobacter saltans
0.0092	21	21	21	21	S1	762903	                      Pseudopedobacter saltans DSM 12145
0.0092	21	0	21	0	G	423349	                  Mucilaginibacter
0.0052	12	12	12	12	S	551996	                    Mucilaginibacter gossypii
0.0026	6	0	6	0	G1	2617802	                    unclassified Mucilaginibacter
0.0026	6	6	6	6	S	3029053	                      Mucilaginibacter sp. SJ
0.0009	2	2	2	2	S	398049	                    Mucilaginibacter daejeonensis
0.0004	1	1	1	1	S	2027860	                    Mucilaginibacter rubeus
0.2612	598	0	598	0	C	768503	            Cytophagia
0.2612	598	0	598	0	O	768507	              Cytophagales
0.1564	358	0	358	0	F	563798	                Cyclobacteriaceae
0.1555	356	0	356	0	G	1511649	                  Mongoliitalea
0.1555	356	356	356	356	S	2782006	                    Mongoliitalea daihaiensis
0.0009	2	0	2	0	G	390846	                  Echinicola
0.0009	2	2	2	2	S	1795355	                    Echinicola strongylocentroti
0.0978	224	0	224	0	F	2896860	                Spirosomataceae
0.0978	224	0	224	0	G	105	                  Runella
0.0978	224	224	224	224	S	2259595	                    Runella rosea
0.0052	12	0	12	0	F	200667	                Flammeovirgaceae
0.0052	12	0	12	0	G	59739	                  Flammeovirga
0.0052	12	12	12	12	S	2494373	                    Flammeovirga pectinis
0.0009	2	0	2	0	F	3141702	                Leadbetterellaceae
0.0009	2	0	2	0	G	319458	                  Leadbetterella
0.0009	2	0	2	0	S	316068	                    Leadbetterella byssophila
0.0009	2	2	2	2	S1	649349	                      Leadbetterella byssophila DSM 17132
0.0004	1	0	1	0	F	2762286	                Fulvivirgaceae
0.0004	1	0	1	0	G	396811	                  Fulvivirga
0.0004	1	1	1	1	S	2904246	                    Fulvivirga ligni
0.0004	1	0	1	0	F	1522127	                Catalimonadaceae
0.0004	1	0	1	0	G	1001222	                  Porifericola
0.0004	1	1	1	1	S	930972	                    Porifericola rhodea
0.0031	7	0	7	0	C	1853228	            Chitinophagia
0.0031	7	0	7	0	O	1853229	              Chitinophagales
0.0031	7	0	7	0	F	563835	                Chitinophagaceae
0.0026	6	0	6	0	G	2836216	                  Phnomibacter
0.0026	6	6	6	6	S	2676868	                    Phnomibacter ginsenosidimutans
0.0004	1	0	1	0	G	398041	                  Flavisolibacter
0.0004	1	1	1	1	S	661481	                    Flavisolibacter ginsenosidimutans
0.9919	2271	0	2271	0	P	1090	          Chlorobiota
0.9919	2271	0	2271	0	C	191410	            Chlorobiia
0.9919	2271	0	2271	0	O	191411	              Chlorobiales
0.9919	2271	0	2271	0	F	191412	                Chlorobiaceae
0.9919	2271	0	2271	0	G	256319	                  Chlorobaculum
0.9919	2271	0	2271	0	S	1097	                    Chlorobaculum tepidum
0.9919	2271	2271	2271	2271	S1	194439	                      Chlorobaculum tepidum TLS
0.0559	128	0	128	0	P	142182	        Gemmatimonadota
0.0559	128	0	128	0	C	219685	          Gemmatimonadia
0.0559	128	0	128	0	O	219686	            Gemmatimonadales
0.0559	128	0	128	0	F	219687	              Gemmatimonadaceae
0.0559	128	0	128	0	G	173479	                Gemmatimonas
0.0559	128	0	128	0	S	173480	                  Gemmatimonas aurantiaca
0.0559	128	128	128	128	S1	379066	                    Gemmatimonas aurantiaca T-27
1.1745	2689	0	2689	0	P	200940	      Thermodesulfobacteriota
0.3573	818	0	818	0	C	3031449	        Desulfovibrionia
0.3573	818	0	818	0	O	213115	          Desulfovibrionales
0.3573	818	20	818	20	F	194924	            Desulfovibrionaceae
0.3053	699	0	699	0	G	2035811	              Pseudodesulfovibrio
0.3044	697	697	697	697	S	57320	                Pseudodesulfovibrio profundus
0.0004	1	0	1	0	G1	2035857	                environmental samples
0.0004	1	1	1	1	S	2035858	                  uncultured Pseudodesulfovibrio sp.
0.0004	1	0	1	0	S	182210	                Pseudodesulfovibrio aespoeensis
0.0004	1	1	1	1	S1	643562	                  Pseudodesulfovibrio aespoeensis Aspo-2
0.0310	71	1	71	1	G	872	              Desulfovibrio
0.0201	46	46	46	46	S	44742	                Desulfovibrio fairfieldensis
0.0087	20	20	20	20	S	876	                Desulfovibrio desulfuricans
0.0013	3	0	3	0	G1	2593640	                unclassified Desulfovibrio
0.0013	3	3	3	3	S	631220	                  Desulfovibrio sp. G11
0.0004	1	1	1	1	S	901	                Desulfovibrio piger
0.0096	22	0	22	0	G	2773294	              Desulfolutivibrio
0.0096	22	0	22	0	S	63561	                Desulfolutivibrio sulfodismutans
0.0096	22	22	22	22	S1	1121464	                  Desulfolutivibrio sulfodismutans DSM 3696
0.0017	4	0	4	0	G	2910984	              Solidesulfovibrio
0.0017	4	4	4	4	S	296842	                Solidesulfovibrio carbinolicus
0.0004	1	0	1	0	G	2909705	              Oleidesulfovibrio
0.0004	1	0	1	0	S	58180	                Oleidesulfovibrio alaskensis
0.0004	1	1	1	1	S1	207559	                  Oleidesulfovibrio alaskensis G20
0.0004	1	0	1	0	G	2802295	              Nitratidesulfovibrio
0.0004	1	1	1	1	S	2604158	                Nitratidesulfovibrio liaohensis
0.3049	698	0	698	0	C	3031651	        Desulfuromonadia
0.2813	644	0	644	0	O	3031668	          Geobacterales
0.2813	644	0	644	0	F	213422	            Geobacteraceae
0.1446	331	0	331	0	G	28231	              Geobacter
0.1367	313	297	313	297	S	35554	                Geobacter sulfurreducens
0.0039	9	9	9	9	S1	1260928	                  Geobacter sulfurreducens subsp. ethanolicus
0.0031	7	7	7	7	S1	663917	                  Geobacter sulfurreducens KN400
0.0079	18	18	18	18	S	2815309	                Geobacter benzoatilyticus
0.1302	298	0	298	0	G	2651583	              Geomonas
0.1271	291	291	291	291	S	2740185	                Geomonas paludis
0.0031	7	7	7	7	S	2847991	                Geomonas nitrogeniifigens
0.0066	15	0	15	0	G	2883512	              Citrifermentans
0.0066	15	0	15	0	S	225194	                Citrifermentans bemidjiense
0.0066	15	15	15	15	S1	404380	                  Citrifermentans bemidjiense Bem
0.0236	54	0	54	0	O	69541	          Desulfuromonadales
0.0218	50	0	50	0	F	3031665	            Geoalkalibacteraceae
0.0218	50	0	50	0	G	392332	              Geoalkalibacter
0.0135	31	31	31	31	S	483547	                Geoalkalibacter subterraneus
0.0083	19	19	19	19	S	2847045	                Geoalkalibacter halelectricus
0.0013	3	0	3	0	F	213421	            Desulfuromonadaceae
0.0009	2	0	2	0	G	890	              Desulfuromonas
0.0004	1	1	1	1	S	2802975	                Desulfuromonas versatilis
0.0004	1	1	1	1	S	1603606	                Desulfuromonas soudanensis
0.0004	1	0	1	0	G	18	              Pelobacter
0.0004	1	0	1	0	S	29543	                Pelobacter propionicus
0.0004	1	1	1	1	S1	338966	                  Pelobacter propionicus DSM 2379
0.0004	1	0	1	0	F	2812024	            Syntrophotaleaceae
0.0004	1	0	1	0	G	2812025	              Syntrophotalea
0.0004	1	0	1	0	S	19	                Syntrophotalea carbinolica
0.0004	1	1	1	1	S1	338963	                  Syntrophotalea carbinolica DSM 2380
0.2197	503	0	503	0	C	3031451	        Desulfobulbia
0.2197	503	0	503	0	O	3024411	          Desulfobulbales
0.2197	503	0	503	0	F	213121	            Desulfobulbaceae
0.2193	502	0	502	0	G	893	              Desulfobulbus
0.2193	502	0	502	0	S	894	                Desulfobulbus propionicus
0.2193	502	502	502	502	S1	577650	                  Desulfobulbus propionicus DSM 2032
0.0004	1	0	1	0	G	427922	              Desulfurivibrio
0.0004	1	0	1	0	S	427923	                Desulfurivibrio alkaliphilus
0.0004	1	1	1	1	S1	589865	                  Desulfurivibrio alkaliphilus AHT 2
0.1468	336	0	336	0	C	3024408	        Syntrophobacteria
0.1468	336	0	336	0	O	213462	          Syntrophobacterales
0.1468	336	0	336	0	F	213465	            Syntrophobacteraceae
0.1005	230	0	230	0	G	361106	              Desulfoglaeba
0.1005	230	0	230	0	S	361111	                Desulfoglaeba alkanexedens
0.1005	230	230	230	230	S1	980445	                  Desulfoglaeba alkanexedens ALDC
0.0463	106	0	106	0	G	29526	              Syntrophobacter
0.0463	106	0	106	0	S	119484	                Syntrophobacter fumaroxidans
0.0463	106	106	106	106	S1	335543	                  Syntrophobacter fumaroxidans MPOB
0.1450	332	0	332	0	C	3024418	        Desulfobacteria
0.1450	332	0	332	0	O	213118	          Desulfobacterales
0.1441	330	0	330	0	F	3031624	            Desulfosarcinaceae
0.1441	330	0	330	0	G	2299	              Desulfosarcina
0.1441	330	330	330	330	S	947919	                Desulfosarcina widdelii
0.0004	1	0	1	0	F	3031627	            Desulfatibacillaceae
0.0004	1	0	1	0	G	218207	              Desulfatibacillum
0.0004	1	1	1	1	S	218208	                Desulfatibacillum aliphaticivorans
0.0004	1	0	1	0	F	213119	            Desulfobacteraceae
0.0004	1	0	1	0	G	2289	              Desulfobacter
0.0004	1	0	1	0	G1	240138	                environmental samples
0.0004	1	1	1	1	S	240139	                  uncultured Desulfobacter sp.
0.0004	1	0	1	0	C	3031648	        Syntrophia
0.0004	1	0	1	0	O	2914038	          Syntrophales
0.0004	1	0	1	0	F	213468	            Syntrophaceae
0.0004	1	0	1	0	G	43773	              Syntrophus
0.0004	1	0	1	0	S	316277	                Syntrophus aciditrophicus
0.0004	1	1	1	1	S1	56780	                  Syntrophus aciditrophicus SB
0.0004	1	0	1	0	C	3031450	        Candidatus Desulfofervidia
0.0004	1	0	1	0	O	3031460	          Candidatus Desulfofervidales
0.0004	1	0	1	0	F	1902584	            Candidatus Desulfofervidaceae
0.0004	1	0	1	0	G	1902583	              Candidatus Desulfofervidus
0.0004	1	1	1	1	S	1621989	                Candidatus Desulfofervidus auxilii
0.8290	1898	0	1898	0	P	29547	      Campylobacterota
0.8290	1898	0	1898	0	C	3031852	        Epsilonproteobacteria
0.8290	1898	0	1898	0	O	213849	          Campylobacterales
0.8238	1886	18	1886	18	F	2808963	            Arcobacteraceae
0.4569	1046	2	1046	2	G	28196	              Arcobacter
0.3625	830	830	830	830	S	1849015	                Arcobacter acticola
0.0598	137	0	137	0	S	1278212	                Arcobacter suis
0.0598	137	137	137	137	S1	663365	                  Arcobacter suis CECT 7833
0.0306	70	70	70	70	S	2320140	                Arcobacter peruensis
0.0013	3	3	3	3	S	1935204	                Arcobacter porcinus
0.0013	3	3	3	3	S	1054033	                Arcobacter venerupis
0.0004	1	0	1	0	G1	2593671	                unclassified Arcobacter
0.0004	1	1	1	1	S	2593672	                  Arcobacter sp. FWKO B
0.2852	653	0	653	0	G	2321187	              Poseidonibacter
0.2843	651	651	651	651	S	1850254	                Poseidonibacter parvus
0.0009	2	2	2	2	S	1904463	                Poseidonibacter lekithochrous
0.0708	162	0	162	0	G	2321111	              Aliarcobacter
0.0611	140	140	140	140	S	255507	                Aliarcobacter cibarius
0.0092	21	2	21	2	S	28197	                Aliarcobacter butzleri
0.0039	9	9	9	9	S1	888827	                  Aliarcobacter butzleri JV22
0.0035	8	8	8	8	S1	1036172	                  Aliarcobacter butzleri 7h1h
0.0009	2	2	2	2	S1	944546	                  Aliarcobacter butzleri ED-1
0.0004	1	1	1	1	S	28198	                Aliarcobacter cryaerophilus
0.0022	5	0	5	0	G	2321114	              Malaciobacter
0.0013	3	3	3	3	S	1080223	                Malaciobacter pacificus
0.0004	1	0	1	0	S	1032072	                Malaciobacter molluscorum
0.0004	1	1	1	1	S1	870501	                  Malaciobacter molluscorum LMG 25693
0.0004	1	0	1	0	S	603050	                Malaciobacter mytili
0.0004	1	1	1	1	S1	1032238	                  Malaciobacter mytili LMG 24559
0.0009	2	0	2	0	G	2321115	              Halarcobacter
0.0009	2	0	2	0	G1	2622948	                unclassified Halarcobacter
0.0009	2	2	2	2	S	2321133	                  Halarcobacter sp.
0.0035	8	0	8	0	F	72294	            Campylobacteraceae
0.0035	8	0	8	0	G	194	              Campylobacter
0.0026	6	6	6	6	S	201	                Campylobacter lari
0.0004	1	1	1	1	S	1031542	                Campylobacter volucris
0.0004	1	1	1	1	S	195	                Campylobacter coli
0.0009	2	0	2	0	F	2932623	            Sulfurospirillaceae
0.0009	2	0	2	0	G	57665	              Sulfurospirillum
0.0009	2	2	2	2	S	66821	                Sulfurospirillum multivorans
0.0009	2	0	2	0	F	72293	            Helicobacteraceae
0.0009	2	0	2	0	G	209	              Helicobacter
0.0009	2	2	2	2	S	157268	                Helicobacter winghamensis
0.8037	1840	0	1840	0	D1	1783257	      PVC group
0.7718	1767	0	1767	0	P	203682	        Planctomycetota
0.7718	1767	0	1767	0	C	203683	          Planctomycetia
0.4232	969	0	969	0	O	112	            Planctomycetales
0.4232	969	0	969	0	F	126	              Planctomycetaceae
0.4232	969	0	969	0	G	2795778	                Caulifigura
0.4232	969	969	969	969	S	2527983	                  Caulifigura coniformis
0.2852	653	0	653	0	O	2691356	            Isosphaerales
0.2852	653	0	653	0	F	1763524	              Isosphaeraceae
0.2616	599	0	599	0	G	1511635	                Aquisphaera
0.2616	599	599	599	599	S	406548	                  Aquisphaera giovannonii
0.0236	54	0	54	0	G	1763521	                Paludisphaera
0.0236	54	54	54	54	S	1387353	                  Paludisphaera borealis
0.0607	139	0	139	0	O	2691355	            Gemmatales
0.0607	139	0	139	0	F	1914233	              Gemmataceae
0.0598	137	0	137	0	G	2731450	                Limnoglobus
0.0598	137	137	137	137	S	2598579	                  Limnoglobus roseus
0.0009	2	0	2	0	G	2807415	                Urbifossiella
0.0009	2	2	2	2	S	2528023	                  Urbifossiella limnaea
0.0026	6	0	6	0	O	2691354	            Pirellulales
0.0022	5	0	5	0	F	2691359	              Lacipirellulaceae
0.0022	5	0	5	0	G	2795783	                Pirellulimonas
0.0022	5	5	5	5	S	2528009	                  Pirellulimonas nuda
0.0004	1	0	1	0	F	2691357	              Pirellulaceae
0.0004	1	0	1	0	G	2795973	                Stieleria
0.0004	1	1	1	1	S	2527979	                  Stieleria neptunia
0.0319	73	0	73	0	P	74201	        Verrucomicrobiota
0.0314	72	0	72	0	C	203494	          Verrucomicrobiia
0.0314	72	0	72	0	O	48461	            Verrucomicrobiales
0.0314	72	0	72	0	F	203557	              Verrucomicrobiaceae
0.0314	72	0	72	0	G	518753	                Luteolibacter
0.0314	72	72	72	72	S	2824561	                  Luteolibacter ambystomatis
0.0004	1	0	1	0	C	414999	          Opitutia
0.0004	1	0	1	0	O	415000	            Opitutales
0.0004	1	0	1	0	F	134623	              Opitutaceae
0.0004	1	0	1	0	G	178440	                Opitutus
0.0004	1	0	1	0	S	107709	                  Opitutus terrae
0.0004	1	1	1	1	S1	452637	                    Opitutus terrae PB90-1
0.2891	662	0	662	0	P	2818505	      Myxococcota
0.1629	373	0	373	0	P1	3031711	        Polyangia
0.1411	323	0	323	0	O	3031712	          Polyangiales
0.1411	323	0	323	0	F	49	            Polyangiaceae
0.1411	323	0	323	0	G	50	              Chondromyces
0.1411	323	323	323	323	S	52	                Chondromyces crocatus
0.0218	50	0	50	0	O	3031714	          Haliangiales
0.0218	50	0	50	0	F	224464	            Kofleriaceae
0.0218	50	0	50	0	G	162027	              Haliangium
0.0218	50	0	50	0	S	80816	                Haliangium ochraceum
0.0218	50	50	50	50	S1	502025	                  Haliangium ochraceum DSM 14365
0.1262	289	0	289	0	C	32015	        Myxococcia
0.1262	289	0	289	0	O	29	          Myxococcales
0.1262	289	0	289	0	O1	80811	            Cystobacterineae
