Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Pseudoxanthomonas beigongshangi	1	2782537	2782537	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Pseudoxanthomonas
Ralstonia solanacearum	1	305	305	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
Reyranella sp.	1	1929291	1929291	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella
Rhizobium beringeri	1	3019934	3019934	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhizobium etli	1	29449	29449	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium
Rhodococcus opacus	1	37919	37919	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus
Roseateles depolymerans	1	76731	76731	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles
Roseiconus lacunae	1	2605694	2605694	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseiconus
Roseomonas marmotae	1	2768161	2768161	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas
Rosistilla oblonga	1	2527990	2527990	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rosistilla
Ruania alkalisoli	1	2779775	2779775	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae;Ruania
Rubrobacter xylanophilus	1	49319	49319	3	0.001306	0.001306	cellular organisms;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter
Salipiger abyssi	1	1250539	1250539	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Salipiger
Schlesneria sphaerica	1	3373610	3373610	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria
Serratia ficaria	1	61651	61651	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Serratia inhibens	1	2338073	2338073	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Serratia marcescens	1	615	615	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia
Shewanella khirikhana	1	1965282	1965282	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella
Sinomonas sp.	1	3410987	3410987	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Sinomonas
Sinorhizobium meliloti	1	382	382	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium
Snodgrassella alvi	1	1196083	1196083	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella
Solimonas sp.	1	2303331	2303331	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Solimonas
Sphingobacterium puteale	1	2420510	2420510	3	0.001306	0.001306	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium
Stenotrophomonas lacuserhaii	1	2760084	2760084	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas
Stenotrophomonas tuberculopleuritidis	1	3055079	3055079	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas
Streptococcus ilei	1	1156431	1156431	3	0.001306	0.001306	cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Streptomyces decoyicus	1	249567	249567	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces griseoaurantiacus	1	68213	68213	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Streptomyces zaomyceticus	1	68286	68286	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces
Stutzerimonas balearica	1	74829	74829	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas
Subtercola lobariae	1	1588641	1588641	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Subtercola
Telmatocola sphagniphila	1	1123043	1123043	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Telmatocola
Terrihabitans soli	1	708113	708113	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;;Terrihabitans
Tessaracoccus lacteus	1	3041766	3041766	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
Thermogutta hypogea	1	1331911	1331911	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta
Thermothielavioides terrestris	1	2587410	2587410	3	0.001306	0.001306	cellular organisms;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothielavioides
Thiomonas sp.	1	3701334	3701334	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;;Thiomonas
Tistrella bauzanensis	1	657419	657419	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella
Trichosporon asahii	1	82508	82508	3	0.001306	0.001306	cellular organisms;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Trichosporon
Tundrisphaera lichenicola	1	2029860	2029860	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Tundrisphaera
Xanthomonas sacchari	1	56458	56458	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xanthomonas
uncultured Alistipes	1	538949	538949	3	0.001306	0.001306	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Aurantiacibacter sp.	2	3009083	3009083;3003265	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter
Bdellovibrio sp.	2	3394355	3394355;2220073	3	0.001306	0.001306	cellular organisms;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio
Blastopirellula sp.	2	2943192	2943192;3708711	3	0.001306	0.001306	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Blastopirellula
Brachybacterium sp.	2	1903186	1903186;3408576	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium
Breoghania sp.	2	2065378	2065378;2304600	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Breoghania
Epilithonimonas sp.	2	3465238	3465238;3350167	3	0.001306	0.001306	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Epilithonimonas
Leclercia sp.	2	2681307	2681307;2714951	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
Luteibacter sp.	2	3404050	3404050;3465244	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter
Paraburkholderia sp.	2	1926494	1926494;2735434	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Phenylobacterium sp.	2	3015177	3015177;2903901	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
Streptacidiphilus sp.	2	2704468	2704468;3479768	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptacidiphilus
Bacillus sp.	3	3294353	3294353;486398;3711696	3	0.001306	0.001306	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus
Clostridium sp.	3	3373596	3373596;3064705;3450749	3	0.001306	0.001306	cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
Endozoicomonas sp.	3	2872754	2872754;3009078;2919499	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas
Gordonia sp.	3	2982699	2982699;875808;2935861	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia
Limnohabitans sp.	3	1751150	1751150;2986281;3374104	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
Microbulbifer sp.	3	1516059	1516059;3145235;2745199	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer
Neobacillus sp.	3	3070677	3070677;3341776;3701233	3	0.001306	0.001306	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Neobacillus
Polynucleobacter sp.	3	2081041	2081041;2081052;1855613	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
Saccharopolyspora sp.	3	2719023	2719023;3240027;3118084	3	0.001306	0.001306	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
Tardiphaga sp.	3	3240787	3240787;1404741;3240783	3	0.001306	0.001306	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Tardiphaga
Winogradskyella sp.	3	1936080	1936080;3479081;3093872	3	0.001306	0.001306	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella
Achromobacter mucicolens	1	1389922	1389922	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter
Acinetobacter haemolyticus	1	29430	29430	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Acinetobacter vivianii	1	1776742	1776742	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter
Actimicrobium sp.	1	3048606	3048606	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium
Actinacidiphila glaucinigra	1	235986	235986	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Actinacidiphila
Actinomarinicola tropica	1	2789776	2789776	2	0.000870	0.000870	cellular organisms;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Actinomarinicola
Actinomyces oris	1	544580	544580	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinomyces viscosus	1	1656	1656	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces
Actinoplanes teichomyceticus	1	1867	1867	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinoplanes
Actinosynnema sp.	1	3239917	3239917	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema
Actinotalea fermentans	1	43671	43671	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Actinotalea
Acuticoccus sp.	1	2928472	2928472	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae;Acuticoccus
Aeoliella mucimassa	1	2527972	2527972	2	0.000870	0.000870	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella
Aeoliella sp.	1	3454464	3454464	2	0.000870	0.000870	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Aeoliella
Aeromonas dhakensis	1	196024	196024	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Aeromonas enteropelogenes	1	29489	29489	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
Afipia dichlorophenoxyacetatis	1	3116917	3116917	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia
Agrilutibacter terrestris	1	2865112	2865112	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Agrilutibacter
Agrobacterium rosae	1	1972867	1972867	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium
Agrococcus chionoecetis	1	3153752	3153752	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus
Aliamphritea ceti	1	1524258	1524258	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Aliamphritea
Alicyclobacillus acidocaldarius	1	405212	405212	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Alicyclobacillaceae;Alicyclobacillus
Alicyclobacillus sp.	1	2606450	2606450	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Alicyclobacillaceae;Alicyclobacillus
Allochromatium tepidum	1	553982	553982	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium
Alternaria dauci	1	48095	48095	2	0.000870	0.000870	cellular organisms;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria
Alysiella filiformis	1	194196	194196	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella
Amphibacillus xylanus	1	1449	1449	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Amphibacillus
Amphritea atlantica	1	355243	355243	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Amphritea
Anatilimnocola aquadivae	1	3415683	3415683	2	0.000870	0.000870	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Anatilimnocola
Aquipseudomonas alcaligenes	1	43263	43263	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Aquipseudomonas
Aspergillus luchuensis	1	1069201	1069201	2	0.000870	0.000870	cellular organisms;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
Aspergillus tubingensis	1	5068	5068	2	0.000870	0.000870	cellular organisms;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus
Aurantimonas sp.	1	2906072	2906072	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aurantimonas
Aureispira anguillae	1	2864201	2864201	2	0.000870	0.000870	cellular organisms;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Aureispira
Azonexus sp.	1	3133695	3133695	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Azonexus
Azospira inquinata	1	2785627	2785627	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira
Azospira oryzae	1	146939	146939	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira
Azospirillum brasilense	1	192	192	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
Bacillus infantis	1	324767	324767	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus
Bacillus pumilus	1	1408	1408	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus
Bacteroides ovatus	1	28116	28116	2	0.000870	0.000870	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Bacteroides uniformis	1	820	820	2	0.000870	0.000870	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Baekduia soli	1	496014	496014	2	0.000870	0.000870	cellular organisms;Actinomycetota;Thermoleophilia;Solirubrobacterales;Baekduiaceae;Baekduia
Baekduia sp.	1	3458296	3458296	2	0.000870	0.000870	cellular organisms;Actinomycetota;Thermoleophilia;Solirubrobacterales;Baekduiaceae;Baekduia
Bdellovibrio bacteriovorus	1	959	959	2	0.000870	0.000870	cellular organisms;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio
Blastochloris tepida	1	2233851	2233851	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris
Boudabousia tangfeifanii	1	1912795	1912795	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Boudabousia
Brachybacterium alimentarium	1	47845	47845	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Brachybacterium
Bradyrhizobium betae	1	244734	244734	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Bradyrhizobium cenepequi	1	2821403	2821403	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Bradyrhizobium ontarionense	1	2898149	2898149	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Bradyrhizobium roseum	1	3056648	3056648	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
Burkholderia ambifaria	1	152480	152480	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Burkholderia cenocepacia	1	95486	95486	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Burkholderia cepacia	1	292	292	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Burkholderia savannae	1	1637837	1637837	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Burkholderia thailandensis	1	57975	57975	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia
Caballeronia cordobensis	1	1353886	1353886	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia
Candidatus Mycosynbacter	1	2665156	2665156	2	0.000870	0.000870	cellular organisms;Candidatus Saccharimonadota;;;;Candidatus Mycosynbacter
Candidatus Pseudomonas	1	1302376	1302376	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Carbonicoccus zhangzhihongae	1	3405426	3405426	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Carbonicoccus
Caulobacter mirabilis	1	69666	69666	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
Cellulosimicrobium sp.	1	3683183	3683183	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
Chitinophaga caeni	1	2029983	2029983	2	0.000870	0.000870	cellular organisms;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga
Chromobacterium violaceum	1	536	536	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium
Chryseobacterium panacisoli	1	1807141	1807141	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Chryseobacterium rhizoplanae	1	1609531	1609531	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Chryseobacterium wangxinyae	1	2997336	2997336	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium
Citricoccus nitrophenolicus	1	863575	863575	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Citricoccus
Citrobacter braakii	1	57706	57706	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Citrobacter freundii	1	546	546	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Citrobacter youngae	1	133448	133448	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter
Conexibacter woesei	1	191495	191495	2	0.000870	0.000870	cellular organisms;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
Congregicoccus parvus	1	3081749	3081749	2	0.000870	0.000870	cellular organisms;Verrucomicrobiota;Opitutia;Opitutales;Alterococcaceae;Congregicoccus
Coprobacter secundus	1	1501392	1501392	2	0.000870	0.000870	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter
Corynebacterium cystitidis	1	35757	35757	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Corynebacterium glutamicum	1	1718	1718	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Corynebacterium renale	1	1724	1724	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Corynebacterium riegelii	1	156976	156976	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Corynebacterium xerosis	1	1725	1725	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium
Cryptococcus neoformans	1	5207	5207	2	0.000870	0.000870	cellular organisms;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus
Cupriavidus metallidurans	1	119219	119219	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus
Cutaneotrichosporon cavernicola	1	279322	279322	2	0.000870	0.000870	cellular organisms;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon
Defluviimonas sp.	1	3121287	3121287	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albidovulum
Deinococcus aetherius	1	200252	200252	2	0.000870	0.000870	cellular organisms;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
Deinococcus peraridilitoris	1	432329	432329	2	0.000870	0.000870	cellular organisms;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
Deinococcus sp.	1	3705417	3705417	2	0.000870	0.000870	cellular organisms;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus
Delftia acidovorans	1	80866	80866	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia
Dermabacter vaginalis	1	1630135	1630135	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter
Dermacoccus sp.	1	2762331	2762331	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Dermacoccus
Desulfovibrio sp.	1	631220	631220	2	0.000870	0.000870	cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
Desulfuromonas soudanensis	1	1603606	1603606	2	0.000870	0.000870	cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas
Devriesea agamarum	1	472569	472569	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Devriesea
Dietzia kunjamensis	1	322509	322509	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia
Dokdonella aquatica	1	2992926	2992926	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dokdonella
Duffyella gerundensis	1	1619313	1619313	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Duffyella
Duganella paludis	1	3569034	3569034	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella
Dyella thailandensis	1	3422216	3422216	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
Dyella thiooxydans	1	445710	445710	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella
Edaphobacter paludis	1	3035702	3035702	2	0.000870	0.000870	cellular organisms;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter
Edaphobacter sp.	1	2703788	2703788	2	0.000870	0.000870	cellular organisms;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Edaphobacter
