Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Eggerthella lenta	1	84112	84112	2	0.000870	0.000870	cellular organisms;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella
Eikenella corrodens	1	539	539	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella
Elizabethkingia anophelis	1	1117645	1117645	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia
Elizabethkingia sp.	1	2583851	2583851	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia
Ensifer aridi	1	1708715	1708715	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer
Enterovibrio litoreus	1	3241166	3241166	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio
Erythrobacter litoralis	1	39960	39960	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
Falsihalocynthiibacter arcticus	1	1579316	1579316	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Falsihalocynthiibacter
Ferrovum myxofaciens	1	416213	416213	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Ferrovales;Ferrovaceae;Ferrovum
Fimbriimonas ginsengisoli	1	1005039	1005039	2	0.000870	0.000870	cellular organisms;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas
Flagellatimonas centrodinii	1	2806210	2806210	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Flagellatimonas
Flavobacterium dauae	1	1563479	1563479	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Gardnerella piotii	1	2792977	2792977	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
Gemmata obscuriglobus	1	114	114	2	0.000870	0.000870	cellular organisms;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata
Georhizobium sp.	1	3028319	3028319	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Georhizobium
Gilliamella apis	1	1970738	1970738	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella
Gleimia hominis	1	595468	595468	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Gleimia
Glutamicibacter nicotianae	1	37929	37929	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter
Glutamicibacter uratoxydans	1	43667	43667	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Glutamicibacter
Glycomyces mayteni	1	543887	543887	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Glycomycetales;Glycomycetaceae;Glycomyces
Guyparkeria halophila	1	47960	47960	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioalkalibacteraceae;Guyparkeria
Hafnia paralvei	1	546367	546367	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia
Haladaptatus sp.	1	3121295	3121295	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Haladaptataceae;Haladaptatus
Halioglobus sp.	1	3466923	3466923	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus
Halopseudomonas aestusnigri	1	857252	857252	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas
Halotalea alkalilenta	1	376489	376489	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halotalea
Helcobacillus massiliensis	1	521392	521392	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Helcobacillus
Herbaspirillum hiltneri	1	341045	341045	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
Herbaspirillum huttiense	1	863372	863372	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum
Hoeflea sp.	1	1620421	1620421	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea
Humisphaera borealis	1	2807512	2807512	2	0.000870	0.000870	cellular organisms;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Humisphaera
Hymenobacter aerilatus	1	2932251	2932251	2	0.000870	0.000870	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hymenobacter nivis	1	1850093	1850093	2	0.000870	0.000870	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hymenobacter sedentarius	1	1411621	1411621	2	0.000870	0.000870	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
Hypericibacter terrae	1	2602015	2602015	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter
Hyphomicrobium nitrativorans	1	1427356	1427356	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium
Idiomarina seosinensis	1	281739	281739	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
Janibacter indicus	1	857417	857417	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Janibacter zhaoxuefangae	1	3418717	3418717	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Janibacter
Kaistella flava	1	2038776	2038776	2	0.000870	0.000870	cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Kaistella
Klebsiella aerogenes	1	548	548	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Klebsiella pneumoniae	1	573	573	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Klebsiella quasipneumoniae	1	1463165	1463165	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
Kribbella qitaiheensis	1	1544730	1544730	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Kribbellaceae;Kribbella
Kwoniella bestiolae	1	324769	324769	2	0.000870	0.000870	cellular organisms;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella
Labrys sp.	1	3377041	3377041	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Labrys
Lacrimispora sp.	1	3375704	3375704	2	0.000870	0.000870	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora
Lactobacillus amylovorus	1	1604	1604	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Lactonifactor longoviformis	1	341220	341220	2	0.000870	0.000870	cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Lactonifactor
Leadbetterella byssophila	1	316068	316068	2	0.000870	0.000870	cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Leadbetterellaceae;Leadbetterella
Legionella micdadei	1	451	451	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
Legionella pneumophila	1	446	446	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
Leifsonia poae	1	110933	110933	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia
Leisingera aquaemixtae	1	1396826	1396826	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Leisingera
Leminorella grimontii	1	82981	82981	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;Leminorella
Leucobacter viscericola	1	2714935	2714935	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter
Lichenicoccus sp.	1	2781899	2781899	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Lichenicoccus
Limimaricola litoreus	1	2955316	2955316	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Limimaricola
Limosilactobacillus fermentum	1	1613	1613	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
Luteibacter flocculans	1	2780091	2780091	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter
Luteolibacter sp.	1	3230487	3230487	2	0.000870	0.000870	cellular organisms;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter
Lysobacter antibioticus	1	84531	84531	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Lysobacter firmicutimachus	1	1792846	1792846	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter
Malassezia japonica	1	223818	223818	2	0.000870	0.000870	cellular organisms;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
Malassezia obtusa	1	76774	76774	2	0.000870	0.000870	cellular organisms;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
Malassezia vespertilionis	1	2020962	2020962	2	0.000870	0.000870	cellular organisms;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia
Mariniblastus fucicola	1	980251	980251	2	0.000870	0.000870	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus
Martinezella rhizogenes	1	359	359	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Martinezella
Martinezella tropici	1	398	398	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Martinezella
Mesorhizobium japonicum	1	2066070	2066070	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium
Metapseudomonas resinovorans	1	53412	53412	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Metapseudomonas
Methanosarcina barkeri	1	2208	2208	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina
Methylosinus sporium	1	428	428	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus
Microbacterium gorillae	1	1231063	1231063	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium horticulturae	1	3028316	3028316	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium oxydans	1	82380	82380	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium proteolyticum	1	1572644	1572644	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbacterium triticisoli	1	2962064	2962064	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium
Microbulbifer hydrolyticus	1	48074	48074	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer
Microcella flavibacter	1	1804990	1804990	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microcella
Micrococcus luteus	1	1270	1270	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus
Mumia qirimensis	1	3234852	3234852	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Mumia
Mycobacterium decipiens	1	1430326	1430326	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium dioxanotrophicus	1	482462	482462	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium intracellulare	1	1767	1767	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium vicinigordonae	1	1719132	1719132	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacteroides abscessus	1	36809	36809	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides
Mycolicibacterium holsaticum	1	152142	152142	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium mageritense	1	53462	53462	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium monacense	1	85693	85693	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium pyrenivorans	1	187102	187102	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Nakamurella antarctica	1	1902245	1902245	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Nakamurellales;Nakamurellaceae;Nakamurella
Nannocystis punicea	1	2995304	2995304	2	0.000870	0.000870	cellular organisms;Myxococcota;;Nannocystales;Nannocystaceae;Nannocystis
Natranaeroarchaeum sulfidigenes	1	2784880	2784880	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronoarchaeaceae;Natranaeroarchaeum
Natronobacterium gregoryi	1	44930	44930	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natronobacterium
Natronococcus wangiae	1	3068275	3068275	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natronococcus
Natronosalvus caseinilyticus	1	2953747	2953747	2	0.000870	0.000870	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natronosalvus
Neisseria canis	1	493	493	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neisseria leonii	1	2995413	2995413	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neoundibacterium parvum	1	401471	401471	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Neoundibacterium
Ningiella algicola	1	3023715	3023715	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Ningiella
Nitratireductor mangrovi	1	2599600	2599600	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor
Nitratireductor thuwali	1	2267699	2267699	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Nitratireductor
Nitrogeniibacter mangrovi	1	2016596	2016596	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Nitrogeniibacter
Nitrosospira lacus	1	1288494	1288494	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira
Nitrospira japonica	1	1325564	1325564	2	0.000870	0.000870	cellular organisms;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
Nitrospira sp.	1	3397801	3397801	2	0.000870	0.000870	cellular organisms;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
Nocardia terpenica	1	455432	455432	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia vulneris	1	1141657	1141657	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardioides aquaticus	1	160826	160826	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides bizhenqiangii	1	3095076	3095076	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides coralli	1	2872154	2872154	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides okcheonensis	1	2894081	2894081	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides panacis	1	2849501	2849501	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides seonyuensis	1	2518371	2518371	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardiopsis sp.	1	3569827	3569827	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae;Nocardiopsis
Novibacillus thermophilus	1	1471761	1471761	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Thermoactinomycetaceae;Novibacillus
Novosphingobium rhizosphaerae	1	1551649	1551649	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Opitutus terrae	1	107709	107709	2	0.000870	0.000870	cellular organisms;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Opitutus
Ornithinimicrobium ciconiae	1	2594265	2594265	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Oryzobacter telluris	1	3149179	3149179	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Intrasporangiaceae;Oryzobacter
Paenarthrobacter aurescens	1	43663	43663	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paenarthrobacter
Paenibacillus azoreducens	1	116718	116718	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Paenibacillaceae;Paenibacillus
Paenibacillus hexagrammi	1	2908839	2908839	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Paenibacillaceae;Paenibacillus
Paenibacillus tritici	1	1873425	1873425	2	0.000870	0.000870	cellular organisms;Bacillota;Bacilli;Caryophanales;Paenibacillaceae;Paenibacillus
Paeniglutamicibacter sp.	1	2853258	2853258	2	0.000870	0.000870	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paeniglutamicibacter
Paludibaculum fermentans	1	1473598	1473598	2	0.000870	0.000870	cellular organisms;Acidobacteriota;Terriglobia;Bryobacterales;Bryobacteraceae;Paludibaculum
Pannonibacter phragmitetus	1	121719	121719	2	0.000870	0.000870	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Pannonibacter
