Species	n_taxids	representative_taxid	all_taxids	Count	Proportion_All(%)	Proportion_Classified(%)	Lineage
Micropepsis pineolensis	1	1804997	1804997	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Micropepsis
Modestobacter sp.	1	2851567	2851567	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Modestobacter
Moorella sp.	1	2138101	2138101	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Neomoorellales;Neomoorellaceae;Neomoorella
Motiliproteus sp.	1	1898955	1898955	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus
Muricoccus radiodurans	1	2231721	2231721	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Muricoccus
Mycetocola tolaasinivorans	1	76635	76635	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Mycetocola
Mycobacterium branderi	1	43348	43348	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium hainanense	1	3289775	3289775	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium heckeshornense	1	110505	110505	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium intracellulare	1	1767	1767	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium lepromatosis	1	480418	480418	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium mantenii	1	560555	560555	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium marseillense	1	701042	701042	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium paraintracellulare	1	1138383	1138383	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium paraseoulense	1	590652	590652	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium shinjukuense	1	398694	398694	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacterium vicinigordonae	1	1719132	1719132	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium
Mycobacteroides chelonae	1	1774	1774	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides
Mycolicibacillus koreensis	1	1069220	1069220	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacillus
Mycolicibacter heraklionensis	1	512402	512402	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacter
Mycolicibacter minnesotensis	1	1118379	1118379	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacter
Mycolicibacterium alvei	1	67081	67081	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium austroafricanum	1	39687	39687	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium fortuitum	1	1766	1766	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium goodii	1	134601	134601	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium neoaurum	1	1795	1795	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium nivoides	1	2487344	2487344	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium poriferae	1	39694	39694	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium pulveris	1	36813	36813	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium rhodesiae	1	36814	36814	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium senegalense	1	1796	1796	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Mycolicibacterium thermoresistibile	1	1797	1797	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium
Myxococcus stipitatus	1	83455	83455	1	0.000032	0.000032	cellular organisms;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus
Naganishia albida	1	100951	100951	1	0.000032	0.000032	cellular organisms;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia
Nanchangia anserum	1	2692125	2692125	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Nanchangia
Nannocystis punicea	1	2995304	2995304	1	0.000032	0.000032	cellular organisms;Myxococcota;;Nannocystales;Nannocystaceae;Nannocystis
Nannocystis pusilla	1	889268	889268	1	0.000032	0.000032	cellular organisms;Myxococcota;;Nannocystales;Nannocystaceae;Nannocystis
Natribaculum luteum	1	1586232	1586232	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natribaculum
Natrinema halophilum	1	1699371	1699371	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema
Natrinema salinisoli	1	2878535	2878535	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natrinema
Natronoarchaeum rubrum	1	755311	755311	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronoarchaeaceae;Natronoarchaeum
Natronobeatus ordinarius	1	2963433	2963433	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natronobeatus
Natronomonas marina	1	2961939	2961939	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natronomonadaceae;Natronomonas
Natronosalvus caseinilyticus	1	2953747	2953747	1	0.000032	0.000032	cellular organisms;Methanobacteriota;Halobacteria;Halobacteriales;Natrialbaceae;Natronosalvus
Neisseria chenwenguii	1	1853278	1853278	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neisseria meningitidis	1	487	487	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neisseria sicca	1	490	490	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neisseria zalophi	1	640030	640030	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria
Neoasaia chiangmaiensis	1	320497	320497	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Neoasaia
Neobacillus drentensis	1	220684	220684	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus
Neomicrococcus aestuarii	1	556325	556325	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Neomicrococcus
Nguyenibacter sp.	1	3049350	3049350	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Nguyenibacter
Nibricoccus aquaticus	1	2576891	2576891	1	0.000032	0.000032	cellular organisms;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Nibricoccus
Nisaea sp.	1	2024842	2024842	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Nisaea
Nitrobacter hamburgensis	1	912	912	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter
Nitrosomonas sp.	1	3304995	3304995	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas
Nitrospira sp.	1	1936990	1936990	1	0.000032	0.000032	cellular organisms;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
Niveibacterium sp.	1	3135646	3135646	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Niveibacterium
Nocardia cyriacigeorgica	1	135487	135487	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia nova	1	37330	37330	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia puris	1	208602	208602	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia salmonicida	1	53431	53431	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia terpenica	1	455432	455432	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia testacea	1	248551	248551	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia wallacei	1	480035	480035	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardia yamanashiensis	1	209247	209247	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia
Nocardioides anomalus	1	2712223	2712223	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides campestrisoli	1	2736757	2736757	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides dongxiaopingii	1	2576036	2576036	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides houyundeii	1	2045452	2045452	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides piscis	1	2714938	2714938	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nocardioides sambongensis	1	2589074	2589074	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides
Nordella sp.	1	2712222	2712222	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;;Nordella
Nostoc flagelliforme	1	1306274	1306274	1	0.000032	0.000032	cellular organisms;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc
Noviherbaspirillum sp.	1	3349878	3349878	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum
Novilysobacter ciconiae	1	2781022	2781022	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Novilysobacter
Novipirellula sp.	1	3454466	3454466	1	0.000032	0.000032	cellular organisms;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula
Novisyntrophococcus fermenticellae	1	2068655	2068655	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Novisyntrophococcus
Novosphingobium aromaticivorans	1	48935	48935	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
Oceanicaulis alexandrii	1	153233	153233	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Oceanicaulis
Oceanobacillus sp.	1	2921503	2921503	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus
Oricola thermophila	1	2742145	2742145	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae;Oricola
Ornithinimicrobium avium	1	2283195	2283195	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Ornithinimicrobium cryptoxanthini	1	2934161	2934161	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Ornithinimicrobium faecis	1	2934158	2934158	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Ornithinimicrobium sp.	1	3405419	3405419	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium
Oscillospiraceae bacterium	1	3381350	3381350	1	0.000032	0.000032	cellular organisms;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;
Paenarthrobacter ureafaciens	1	37931	37931	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Paenarthrobacter
Paenibacillus albus	1	2495582	2495582	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus aurantius	1	2918900	2918900	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus beijingensis	1	1126833	1126833	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus chitinolyticus	1	79263	79263	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus durus	1	44251	44251	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus elgii	1	189691	189691	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus polymyxa	1	1406	1406	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus spongiae	1	2909671	2909671	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Paenibacillus tritici	1	1873425	1873425	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
Palleronia sp.	1	3079304	3079304	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Palleronia
Pandoraea norimbergensis	1	93219	93219	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
Pandoraea oxalativorans	1	573737	573737	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea
Pandoravirus quercus	1	2107709	2107709	1	0.000032	0.000032	Viruses;;;;;Pandoravirus
Pantoea sp.	1	2490851	2490851	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea
Parabacteroides merdae	1	46503	46503	1	0.000032	0.000032	cellular organisms;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
Paraburkholderia acidisoli	1	2571748	2571748	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia caledonica	1	134536	134536	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia fungorum	1	134537	134537	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia phenoliruptrix	1	252970	252970	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paraburkholderia sp.	1	2735434	2735434	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia
Paracoccus aestuarii	1	453842	453842	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus aminophilus	1	34003	34003	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus denitrificans	1	266	266	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus marcusii	1	59779	59779	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus seriniphilus	1	184748	184748	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Paracoccus yeei	1	147645	147645	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus
Parafrankia sp.	1	298653	298653	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Parafrankia
Paramicrobacterium fandaimingii	1	2708079	2708079	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Paramicrobacterium
Paraoerskovia sediminicola	1	1138587	1138587	1	0.000032	0.000032	cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Cellulomonadaceae;Paraoerskovia
Pararhizobium qamdonense	1	3031126	3031126	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pararhizobium
Pararobbsia alpina	1	621374	621374	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pararobbsia
Parasedimentitalea psychrophila	1	2997337	2997337	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Parasedimentitalea
Parasphingorhabdus litoris	1	394733	394733	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingorhabdaceae;Parasphingorhabdus
Pectobacterium brasiliense	1	180957	180957	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Pectobacterium carotovorum	1	554	554	1	0.000032	0.000032	cellular organisms;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium
Pediococcus acidilactici	1	1254	1254	1	0.000032	0.000032	cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
Pedobacter sp.	1	1411316	1411316	1	0.000032	0.000032	cellular organisms;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
