source	rank	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	genus	Lactiplantibacillus	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus
Bacteria/Archaea	genus	Advenella	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella
Bacteria/Archaea	genus	Pseudoxanthomonas	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas
Bacteria/Archaea	genus	Aquisphaera	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera
Bacteria/Archaea	genus	Lacrimispora	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora
Bacteria/Archaea	genus	Thiomonas	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas
Bacteria/Archaea	genus	Rothia	1.163919e-03	0.0011639185257032011	18000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia
Bacteria/Archaea	genus	Weizmannia	1.163919e-03	0.0011639185257032007	18000	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Weizmannia
Bacteria/Archaea	genus	Anaerocolumna	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna
Bacteria/Archaea	genus	Pseudocitrobacter	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter
Bacteria/Archaea	genus	Lysobacter	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
Bacteria/Archaea	genus	Kingella_C	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_C
Bacteria/Archaea	genus	Ottowia	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia
Bacteria/Archaea	genus	Streptomyces	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces
Bacteria/Archaea	genus	Denitrobacterium	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Denitrobacterium
Bacteria/Archaea	genus	Microvirga	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga
Bacteria/Archaea	genus	Acidovorax	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax
Bacteria/Archaea	genus	Shinella	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella
Bacteria/Archaea	genus	Tardibacter	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tardibacter
Bacteria/Archaea	genus	Frigidibacter	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Frigidibacter
Bacteria/Archaea	genus	Mixta	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta
Bacteria/Archaea	genus	Methylophilus	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus
Bacteria/Archaea	genus	Acidipropionibacterium	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium
Bacteria/Archaea	genus	Sulfuricaulis	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfuricaulis
Bacteria/Archaea	genus	Selenomonas_A	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A
Bacteria/Archaea	genus	Specibacter	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Specibacter
Bacteria/Archaea	genus	Yoonia	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia
Bacteria/Archaea	genus	Sterolibacterium	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium
Bacteria/Archaea	genus	Slackia	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia
Bacteria/Archaea	genus	Micrococcus	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus
Bacteria/Archaea	genus	Aequoribacter	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Aequoribacter
Bacteria/Archaea	genus	Occultella	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Occultella
Bacteria/Archaea	genus	Phaeobacter	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter
Bacteria/Archaea	genus	Sinomonas	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Sinomonas
Bacteria/Archaea	genus	Acetobacter	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter
Bacteria/Archaea	genus	Serinicoccus	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus
Bacteria/Archaea	genus	Veillonella	6.466214e-04	0.0006466214031684448	10000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella
Bacteria/Archaea	genus	Microlunatus	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus
Bacteria/Archaea	genus	Vescimonas	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas
Bacteria/Archaea	genus	Caproicibacter	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter
Bacteria/Archaea	genus	Kocuria	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria
Bacteria/Archaea	genus	Chromobacterium	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium
Bacteria/Archaea	genus	Glaesserella	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella
Bacteria/Archaea	genus	Thiothrix	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix
Bacteria/Archaea	genus	Leucobacter	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter
Bacteria/Archaea	genus	Pseudolysobacter	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Pseudolysobacter
Bacteria/Archaea	genus	Megasphaera	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera
Bacteria/Archaea	genus	Fannyhessea	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea
Bacteria/Archaea	genus	Pseudomonas	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
Bacteria/Archaea	genus	Novilysobacter	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Novilysobacter
Bacteria/Archaea	genus	Gulosibacter	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Gulosibacter
Bacteria/Archaea	genus	Enterococcus_B	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B
Bacteria/Archaea	genus	Intestinibacter	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter
Bacteria/Archaea	genus	Inhella	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Inhella
Bacteria/Archaea	genus	Phytobacter	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phytobacter
Bacteria/Archaea	genus	Collimonas	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Collimonas
Bacteria/Archaea	genus	Salinicola	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Salinicola
Bacteria/Archaea	genus	Mongoliitalea	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Mongoliitalea
Bacteria/Archaea	genus	Gemmobacter	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter
Bacteria/Archaea	genus	Enterococcus_F	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_F
Bacteria/Archaea	genus	Wielerella	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Wielerella
Bacteria/Archaea	genus	Carnobacterium_A	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A
Bacteria/Archaea	genus	Paraburkholderia	3.879728e-04	0.0003879728419010669	6000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia
Bacteria/Archaea	genus	Dickeya	3.879728e-04	0.00038797284190106686	6000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya
Bacteria/Archaea	genus	Sideroxyarcus	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus
Bacteria/Archaea	genus	Kluyvera	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera
Bacteria/Archaea	genus	Niveispirillum	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Niveispirillum
Bacteria/Archaea	genus	Isoalcanivorax	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Isoalcanivorax
Bacteria/Archaea	genus	Aromatoleum	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Aromatoleum
Bacteria/Archaea	genus	Leclercia_A	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia_A
Bacteria/Archaea	genus	Pseudoduganella	3.233107e-04	0.00032331070158422246	5000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella
Bacteria/Archaea	genus	Trabulsiella	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Trabulsiella
Bacteria/Archaea	genus	Melaminivora	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Melaminivora
Bacteria/Archaea	genus	Methylovirgula	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula
Bacteria/Archaea	genus	Arachnia	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia
Bacteria/Archaea	genus	Kineococcus	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Kineococcaceae;g__Kineococcus
Bacteria/Archaea	genus	Lactobacillus	2.586486e-04	0.00025864856126737795	4000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
Bacteria/Archaea	genus	Anaerotardibacter	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter
Bacteria/Archaea	genus	Geopseudomonas	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Geopseudomonas
Bacteria/Archaea	genus	Blastochloris	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Blastochloris
Bacteria/Archaea	genus	Pseudodesulfovibrio	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio
Bacteria/Archaea	genus	Amycolatopsis	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis
Bacteria/Archaea	genus	Donghicola	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Donghicola
Bacteria/Archaea	genus	Mannheimia	1.939864e-04	0.00019398642095053346	3000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia
Bacteria/Archaea	genus	Wujia	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia
Bacteria/Archaea	genus	Knoellia	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Knoellia
Bacteria/Archaea	genus	Sulfuritortus	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Sulfuritortus
Bacteria/Archaea	genus	Luedemannella	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Luedemannella
Bacteria/Archaea	genus	Dorea_A	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A
Bacteria/Archaea	genus	Algicoccus	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Algicoccus
Bacteria/Archaea	genus	Pseudolysinimonas	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Pseudolysinimonas
Bacteria/Archaea	genus	Desulfolutivibrio	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfolutivibrio
Bacteria/Archaea	genus	Cellulomonas	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas
Bacteria/Archaea	genus	Glutamicibacter	1.293243e-04	0.00012932428063368897	2000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter
Bacteria/Archaea	genus	SZUA-186	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186
Bacteria/Archaea	genus	Brevefilum	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum
Bacteria/Archaea	genus	Luteimicrobium	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Luteimicrobium
Bacteria/Archaea	genus	Rubrivivax	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax
Bacteria/Archaea	genus	BD2-11	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__BD2-11
Bacteria/Archaea	genus	WLND01	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__WLND01
Bacteria/Archaea	genus	Arenimonas	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas
Bacteria/Archaea	genus	Allosphingosinicella	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella
Bacteria/Archaea	genus	Comamonas_C	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas_C
Bacteria/Archaea	genus	Crossiella	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Crossiella
Bacteria/Archaea	genus	DATMKC01	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Egibacteraceae;g__DATMKC01
Bacteria/Archaea	genus	Tichowtungia	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae;g__Tichowtungia
Bacteria/Archaea	genus	Denitratimonas	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Denitratimonas
Bacteria/Archaea	genus	Gemmobacter_B	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B
Bacteria/Archaea	genus	Palsa-744	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744
Bacteria/Archaea	genus	SCGC-AG-212-J23	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23
Bacteria/Archaea	genus	Homoserinibacter	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Homoserinibacter
Bacteria/Archaea	genus	Oharaeibacter	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Oharaeibacter
Bacteria/Archaea	genus	UBA10799	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__UBA10799
Bacteria/Archaea	genus	Mf105b01	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Mf105b01
Bacteria/Archaea	genus	Haemophilus_E	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_E
Bacteria/Archaea	genus	Murinocardiopsis	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Murinocardiopsis
Bacteria/Archaea	genus	Enterobacter	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter
Bacteria/Archaea	genus	Denitratisoma	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Denitratisoma
Bacteria/Archaea	genus	UBA7477	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7477
Bacteria/Archaea	genus	Marnyiella	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Marnyiella
Bacteria/Archaea	genus	Gryllotalpicola	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Gryllotalpicola
Bacteria/Archaea	genus	Pigmentiphaga	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pigmentiphaga
Bacteria/Archaea	genus	Demequina	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Demequinaceae;g__Demequina
Bacteria/Archaea	genus	Pantoea	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea
Bacteria/Archaea	genus	Azonexus	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus
Bacteria/Archaea	genus	Rodentibacter	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter
Bacteria/Archaea	genus	Duganella	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella
Bacteria/Archaea	genus	Idiomarina	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina
Bacteria/Archaea	genus	Lonsdalea	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lonsdalea
Bacteria/Archaea	genus	RCIZ01	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__RCIZ01
Bacteria/Archaea	genus	Simplicispira	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Simplicispira
Bacteria/Archaea	genus	Enterococcus_D	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D
Bacteria/Archaea	genus	Fodinicola	6.466214e-05	6.466214031684449e-05	1000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__HKI-0501;g__Fodinicola
